지역구,지역동,아파트명,최저 시세,최고 시세,세대 수,동 수,최소 전용면적,최대 전용면적,초등학교까지의 거리
강남구,삼성동,진흥,270000,500000,255,3,110.92,221.01,13
강남구,삼성동,채널리저브(주상복합),175000,175000,78,1,103.86,182.83,15
강남구,삼성동,청구,240000,300000,167,3,104.76,104.76,3
강남구,삼성동,푸른솔,,,61,1,82.24,198.11,4
강남구,삼성동,풍림,,,36,1,58.04,76.32,13
강남구,삼성동,풍림1차,175000,300000,252,1,71.19,141.23,12
강남구,삼성동,프레스티지(도시형),,,16,1,34.51,39.51,7
강남구,삼성동,한솔,235000,250000,263,2,55.98,147.81,3
강남구,삼성동,한양립스(주상복합),71700,90000,28,1,40.09,40.09,17
강남구,삼성동,현대,170000,180000,198,1,45.92,144.33,6
강남구,삼성동,현대빌라트,198000,198000,14,1,88.43,182.1,6
강남구,삼성동,현대타워(주상복합),280000,280000,30,1,187.05,187.05,17
강남구,삼성동,형우,450000,480000,19,1,207.03,259.54,14
강남구,삼성동,호산프라자(주상복합),,,41,1,27.83,50.49,6
강남구,삼성동,홍실,290000,400000,384,6,101.02,175.92,1
강남구,세곡동,강남LH1단지(e편한세상),155000,185000,809,12,81.83,115.97,16
강남구,세곡동,강남데시앙파크,153000,210000,546,15,108.54,145.53,11
강남구,세곡동,강남신동아파밀리에1단지,140000,155000,395,6,86.88,86.89,10
강남구,세곡동,강남신동아파밀리에2단지,155000,155000,410,7,115.82,116.72,5
강남구,세곡동,강남효성해링턴코트,270000,300000,199,11,114.4,158.52,4
강남구,세곡동,세곡리엔파크3단지,180000,180000,363,7,118.44,118.44,4
강남구,세곡동,세곡푸르지오,158000,200000,912,16,80.22,113.85,3
강남구,우면동,LH서초5단지,117000,160000,358,3,81.97,116.25,9
강남구,우면동,금광아크존(주상복합),140000,145000,39,1,67.68,124.52,17
강남구,우면동,뉴현대,,,10,1,68.15,129.27,3
강남구,우면동,닛시빌라트,,,19,1,88.33,195.48,18
강남구,우면동,대성아트빌,,,19,1,58.71,100.6,5
강남구,우면동,대원칸타빌,150000,180000,130,2,85.08,144.14,11
강남구,우면동,래미안신사,220000,250000,63,1,113.06,113.06,8
강남구,우면동,로데오현대,150000,230000,139,1,73.95,122.28,12
강남구,우면동,루덴하우스,110000,110000,19,1,88.73,102.99,6
강남구,우면동,리갈팰리스,,,15,1,184.74,275.45,10
강남구,우면동,신사빌라트1,,,9,1,26.77,163.98,4
강남구,우면동,신사씨티빌,,,17,1,51.8,164.21,7
강남구,우면동,신사아이빌,,,19,1,94.27,127.8,8
강남구,우면동,신사아크존2,,,14,1,105.52,146.53,12
강남구,우면동,신사파크빌,,,28,2,104.48,146.45,6
강남구,우면동,신성,170000,175000,55,1,72.11,98.32,11
강남구,압구정동,대림빌라트,,,19,1,209.6,254.46,8
강남구,압구정동,미성1차,380000,600000,322,3,111.97,193.09,8
강남구,압구정동,미성2차,300000,550000,911,9,95.27,163.56,7
강남구,압구정동,신현대(현대9/11/12차),400000,750000,1924,27,114.08,202.05,5
강남구,압구정동,영동한양1차,300000,420000,936,10,63.14,168.79,9
강남구,압구정동,한양2차,550000,630000,296,5,160.57,286.35,8
강남구,압구정동,한양3차,390000,570000,312,5,127.07,176.43,9
강남구,압구정동,한양4차,350000,730000,286,4,85.52,228.51,13
강남구,압구정동,한양5차,560000,560000,343,4,108.26,168.46,7
강남구,압구정동,한양6차,370000,370000,227,2,115.1,168.7,11
강남구,압구정동,한양7차,380000,500000,239,2,114.55,151.04,4
강남구,압구정동,한양8차,830000,845000,90,1,208.37,224.21,6
강남구,압구정동,현대1/2차,465000,800000,960,13,141.74,213.46,3
강남구,압구정동,현대10차,390000,420000,144,2,115.41,164.59,7
강남구,압구정동,현대13차,,,234,4,116.03,119.5,10
강남구,압구정동,현대14차,410000,420000,388,4,96.49,99.48,7
강남구,압구정동,현대3차,360000,370000,432,4,108.88,108.94,3
강남구,압구정동,현대4차,550000,600000,170,6,140.26,140.26,1
강남구,압구정동,현대5차,390000,400000,224,2,113.96,113.96,2
강남구,압구정동,현대6/7차,510000,800000,1288,15,156.13,264.87,1
강남구,압구정동,현대65동(대림아크로빌),1000000,1000000,56,1,269.57,282.65,2
강남구,압구정동,현대8차,360000,580000,515,5,115.26,177.73,17
강남구,압구정동,현대빌라트,580000,600000,19,1,203.03,242.42,8
강남구,역삼동,CMD(르네상스프라자),,,7,1,40.95,95.64,16
강남구,역삼동,D&S리치빌(도시형),,,49,1,23.86,33.54,19
강남구,역삼동,K타워(도시형),,,33,1,25.98,26.34,16
강남구,역삼동,SK허브젠(주상복합),188000,215000,56,1,87.97,108.4,4
강남구,역삼동,강남IBC(민간임대/도시형),,,137,1,33.99,142.03,23
강남구,역삼동,강남역우정에쉐르(주상복합),22000,65000,52,1,23.63,37.58,13
강남구,역삼동,강남역이스턴(도시형),19000,20000,98,1,23,23.77,14
강남구,역삼동,강남웅진베어스빌(도시형),38500,43000,25,1,24.01,28.94,4
강남구,역삼동,강남피엔폴루스크리아체(도시형),,,29,1,67.99,87.46,
강남구,역삼동,강남한솔,89000,89000,12,1,58.43,86.13,9
강남구,역삼동,개나리SK뷰,310000,400000,240,3,112.96,160.22,1
강남구,역삼동,개나리래미안,220000,380000,438,7,77.36,184.38,3
강남구,역삼동,개나리푸르지오,240000,400000,332,5,79.81,184.22,1
강남구,역삼동,갤러리빌,72000,72000,32,4,66.15,72.83,11
강남구,역삼동,갤러리아트,,,15,1,38.37,146.93,20
강남구,역삼동,갤러리하우스,,,17,1,64.54,93.86,20
강남구,역삼동,거평,250000,260000,19,1,206.87,271.32,8
강남구,역삼동,경남,160000,200000,164,1,110.85,117.5,11
강남구,역삼동,경인리빙텔(주상복합),,,30,1,39.64,87.58,2
강남구,역삼동,경일역삼,,,17,1,94.35,163.02,16
강남구,역삼동,공간쉐르빌,85000,85000,17,1,48.85,93.3,20
강남구,역삼동,광평하우스빌,,,16,1,30.48,57.42,6
강남구,역삼동,금호어울림,210000,260000,183,3,103.7,156.18,3
강남구,역삼동,꿈꾸지오(691-5),,,16,1,28.03,35.11,15
강남구,역삼동,꿈꾸지오(697-23),,,16,1,25.97,32.34,14
강남구,역삼동,꿈꾸지오(698-6/도시형),,,20,1,30.63,36.89,13
강남구,역삼동,꿈꾸지오(751-4/도시형),,,20,1,27.13,32.36,7
강남구,역삼동,꿈꾸지오(774-27/도시형),,,22,1,25.26,35.67,10
강남구,역삼동,꿈꾸지오(794-21/도시형),,,24,1,20.71,31.84,9
강남구,역삼동,네스빌,210000,245000,9,1,245.45,259.51,7
강남구,역삼동,노블스위트,,,19,1,78.96,101.95,12
강남구,역삼동,뉴엠,280000,300000,8,1,161.97,251.31,18
강남구,역삼동,다사랑빌(도시형),,,11,1,20.32,47.03,4
강남구,역삼동,대림역삼,165000,210000,129,1,78.01,111.09,12
강남구,역삼동,대명벨리온(도시형),2500,27000,71,1,21.12,46.69,18
강남구,역삼동,대우디오빌플러스(주상복합),32000,45500,168,1,46.72,59.69,10
강남구,역삼동,더블루(주상복합),105000,190000,68,1,77.84,113.16,10
강남구,역삼동,더클래스(도시형),,,14,1,35.21,69.74,
강남구,역삼동,동부센트레빌,184000,185000,206,1,77.83,110.66,5
강남구,역삼동,동원스위트뷰역삼,135000,165000,28,1,84.46,119.93,13
강남구,역삼동,뜨라네(828-21),,,15,1,68.99,106.58,11
강남구,역삼동,뜨라네(828-76),,,18,1,36.66,127.3,11
강남구,역삼동,래미안그레이튼2차,235000,320000,464,5,86,154.96,12
강남구,역삼동,래미안그레이튼3차,230000,270000,476,8,85.64,172.22,9
강남구,역삼동,래미안펜타빌,355000,400000,288,5,161.43,185.97,4
강남구,역삼동,로얄빌리지,130000,130000,19,2,61.04,151.85,21
강남구,역삼동,로얄팰리스,200000,200000,15,1,106.45,200.13,14
강남구,역삼동,루미하우스(도시형),,,24,1,23.08,34.82,19
강남구,역삼동,루트원레지던스(도시형),,,28,1,24.4,69.52,17
강남구,역삼동,리치타워,,,19,1,97.23,153.88,10
강남구,역삼동,명인갤러리1차,120000,120000,14,1,76.86,95.31,10
강남구,역삼동,명인갤러리2차,210000,230000,14,1,137.16,137.68,10
강남구,역삼동,베르사이유,,,16,1,126.56,149.2,21
강남구,역삼동,베스젠빌,,,19,1,112.19,181.73,13
강남구,역삼동,불루밍코트,,,19,1,90.83,190.35,7
강남구,역삼동,비에네스타,,,28,1,49.4,161.9,8
강남구,역삼동,상지리츠빌,,,28,2,180.55,180.55,12
강남구,역삼동,상지리츠빌역삼2차,,,19,1,142.02,188.07,11
강남구,역삼동,선릉역우정에쉐르멤버스(주상복합),32000,60000,34,1,28.83,47.43,9
강남구,역삼동,성영포유,,,19,2,124.08,199.91,7
강남구,역삼동,세방하이빌,,,67,2,66.29,120.67,10
강남구,역삼동,세연예지향,,,19,1,110.61,124.98,20
강남구,역삼동,세종빌라트,130000,200000,19,1,139.39,184.82,9
강남구,역삼동,스타힐스(도시형),,,27,1,20.13,34.77,13
강남구,역삼동,스톤엘리시온역삼,130000,135000,19,1,26.14,69.99,12
강남구,역삼동,시티프라디움더강남(101동/주상복합),200000,222000,72,1,84.8,85.12,9
강남구,역삼동,시티프라디움더강남(201동/주상복합),200000,200000,34,1,97.04,97.04,9
강남구,역삼동,시티프라디움더강남2차(도시형),,,48,1,50.65,72.01,10
강남구,역삼동,쌍용플래티넘밸류(주상복합),170000,270000,166,3,106.36,146.15,6
강남구,역삼동,쎄비앙,,,29,2,90.44,158.89,16
강남구,역삼동,아미헌(도시형),,,21,1,27.67,33.86,10
강남구,역삼동,아이힐2(도시형),,,16,1,35.89,36.59,13
강남구,역삼동,에레프(도시형),,,63,1,19.84,22.77,5
강남구,역삼동,에벤에셀빌라트,,,19,1,40.05,164.39,10
강남구,역삼동,역삼(리츠빌),135000,135000,15,1,61.97,107.62,18
강남구,역삼동,역삼2차아이파크,180000,330000,150,3,74.98,149.58,6
강남구,역삼동,역삼EG소울리더(도시형),18000,48000,99,1,19.9,42.95,11
강남구,역삼동,역삼IPARK,84000,370000,541,7,36.27,181.03,3
강남구,역삼동,역삼e-편한세상,219000,300000,840,12,79.52,108.2,7
강남구,역삼동,역삼골든베리힐,,,14,1,68.29,140.46,16
강남구,역삼동,역삼그린비,,,12,1,97.5,121.6,11
강남구,역삼동,역삼노블카운티,,,16,1,90.66,123.95,9
강남구,역삼동,역삼더하이브(도시형),,,14,1,27.33,69.5,15
강남구,역삼동,역삼디오빌(주상복합),32000,95000,457,1,39.58,112.01,13
강남구,역삼동,역삼디오슈페리움(주상복합),165000,220000,60,1,65.78,119.11,3
강남구,역삼동,역삼래미안,195000,280000,1050,12,80.66,109.4,5
강남구,역삼동,역삼롯데캐슬노블,290000,310000,117,2,183.02,283.08,5
강남구,역삼동,역삼르비앙,150000,150000,12,1,109.11,167.34,6
강남구,역삼동,역삼미까사(도시형),,,29,1,30.32,61.46,11
강남구,역삼동,역삼브라운스톤,110000,110000,48,1,76.67,76.67,12
강남구,역삼동,역삼센트럴2차아이파크(도시형),,,67,1,29.77,46.15,4
강남구,역삼동,역삼센트럴아이파크,290000,500000,499,5,79.27,218.91,4
강남구,역삼동,역삼엔스위트,135000,150000,24,2,94.32,120.31,11
강남구,역삼동,역삼예명,95000,100000,15,1,67.91,82.96,15
강남구,역삼동,역삼우성,180000,210000,12,1,123.63,123.63,16
강남구,역삼동,역삼우성빌라트,180000,200000,19,1,143.29,173.9,10
강남구,역삼동,역삼우정에쉐르1(주상복합),145000,145000,69,1,55.3,99.49,8
강남구,역삼동,역삼우정에쉐르2(주상복합),84000,125000,70,1,51.08,61.1,14
강남구,역삼동,역삼우정에쉐르3(주상복합),67000,73000,45,1,47.18,78.43,14
강남구,역삼동,역삼월드메르디앙,200000,220000,93,1,102.65,129.5,10
강남구,역삼동,역삼이안애,120000,145000,30,2,97.8,125.67,14
강남구,역삼동,역삼자이,285000,365000,408,3,88.11,151.98,8
강남구,역삼동,역삼카이스,139000,180000,19,1,131.51,131.51,3
강남구,역삼동,역삼칼라,,,19,1,68.73,141.83,17
강남구,역삼동,역삼트레벨,56000,59000,45,1,33.48,36.74,9
강남구,역삼동,역삼파크빌(도시형),,,19,1,18.82,42.7,
강남구,역삼동,역삼푸르지오,215000,300000,738,11,79.41,104.4,5
강남구,역삼동,역삼프라임,,,19,2,137.4,209.71,13
강남구,역삼동,역삼프리마빌,145000,155000,19,1,91.9,211.72,17
강남구,역삼동,역삼프리우스,150000,150000,27,2,88.16,104.21,17
강남구,역삼동,역삼하나빌(주상복합),90000,97000,77,1,38.21,113.88,7
강남구,역삼동,역삼한스빌,47000,50000,216,1,45.98,86,1
강남구,역삼동,예지인,,,14,1,52.43,121.45,9
강남구,역삼동,요진와이시티미니(도시형),19000,19000,91,1,23.1,33.05,17
강남구,역삼동,우리집(도시형),,,16,1,19.39,42.12,8
강남구,역삼동,우림루미아트(주상복합),22700,22700,84,2,30.29,30.73,13
강남구,역삼동,원에디션강남(도시형),,,234,2,41.95,77.64,8
강남구,역삼동,은하수,,,63,1,66.24,69.99,9
강남구,역삼동,이지마루역삼(주상복합),49000,52000,28,1,31.96,34.71,23
강남구,역삼동,일성(도시형),,,13,1,15.53,75.57,7
강남구,역삼동,정원,150000,160000,19,1,108.17,202.12,10
강남구,역삼동,조이너스,,,28,1,64.94,106.51,11
강남구,역삼동,좋은사람좋은집(도시형),,,26,1,21.75,134.72,13
강남구,역삼동,지석천평대,110000,120000,14,1,69.43,100.59,7
강남구,역삼동,진넥스빌2(주상복합),22500,22500,56,1,33.29,42.62,12
강남구,역삼동,코너스톤(도시형),,,28,1,31.55,39.82,18
강남구,역삼동,탑팰리스,,,19,1,59.32,93.62,13
강남구,역삼동,테라힐스,,,19,1,71.9,190.33,5
강남구,역삼동,테헤란아이파크,250000,300000,411,6,82.91,147.12,8
강남구,역삼동,파크앤스위트,,,19,1,88.11,97.4,6
강남구,역삼동,포스틸빌라트,90000,90000,12,1,65.6,81.04,12
강남구,역삼동,풍림지오빌,,,17,1,56.51,256.34,17
강남구,역삼동,풍성애뜨란(도시형),58000,58000,20,1,31.64,34.81,8
강남구,역삼동,프리빌리지(도시형),39000,82550,27,1,26.64,66.44,13
강남구,역삼동,플래티늄,,,19,1,49.86,121.79,10
강남구,역삼동,하우스템(도시형),,,23,1,19.99,31.77,11
강남구,역삼동,한양럭스,,,18,1,54.38,157.28,16
강남구,역삼동,한화진넥스빌(주상복합),32000,65000,294,1,46.78,68.62,12
강남구,역삼동,현대까르띠에710,350000,470000,137,3,199.67,295.17,12
강남구,역삼동,현대이스트빌,,,12,1,275.49,275.84,19
강남구,역삼동,현대트라움,,,14,1,201,203.69,11
강남구,역삼동,현대하이츠,145000,145000,12,1,70.66,124.74,16
강남구,역삼동,휴먼스빌(도시형),,,14,1,37.59,47.5,9
강남구,역삼동,휴먼터치빌(주상복합),28000,52500,160,1,37.85,52.4,12
강남구,역삼동,휴먼터치빌(주상복합),,,160,1,0,0,
강남구,율현동,강남한신휴플러스6단지,150000,183000,378,12,85.94,120.72,14
강남구,율현동,강남한신휴플러스8단지,200000,200000,169,11,141.18,157.83,8
강남구,일원동,가람,227000,250000,496,13,90.35,100.94,1
강남구,일원동,개포한신,220000,250000,364,4,87.45,114.51,5
강남구,일원동,개포현대4차,205000,220000,142,1,91.6,106.65,3
강남구,일원동,골든빌(도시형),,,10,1,35.89,40.61,
강남구,일원동,꿈지을(도시형),,,10,1,16.45,35.11,7
강남구,일원동,꿈피엠(도시형),,,10,1,16.1,34.69,7
강남구,일원동,디에이치자이개포,320000,450000,1996,15,81.76,226.11,1
강남구,일원동,디에이치포레센트,235000,350000,184,4,80.62,149.89,2
강남구,일원동,래미안개포루체하임,230000,430000,850,12,86.17,215.53,3
강남구,일원동,목련타운,238000,280000,650,8,121.11,158.71,2
강남구,일원동,삼성사원,218000,220000,80,4,77.27,103.57,3
강남구,일원동,상록수,235000,280000,740,22,90.12,101.4,3
강남구,일원동,샘터마을,260000,380000,628,9,119.77,179.36,6
강남구,일원동,수서1-2단지,107000,165000,720,7,58.75,88.11,3
강남구,일원동,우성7차,220000,250000,802,15,76.5,105.58,5
강남구,일원동,청솔빌리지,190000,220000,291,13,79.81,79.81,3
강남구,일원동,푸른마을,165000,220000,930,11,82.14,103.49,8
강남구,일원동,한솔마을,230000,270000,570,19,84.72,110.26,9
강남구,일원동,호정빌라트,,,19,1,150.39,166.86,3
강남구,자곡동,LH강남8단지(도시형),130000,140000,96,12,81.41,81.62,1
강남구,자곡동,LH강남브리즈힐,125000,150000,402,13,102.4,117.53,14
강남구,자곡동,LH강남아이파크,155000,160000,716,10,81.53,115.52,2
강남구,자곡동,LH강남힐스테이트,110000,180000,1339,5,73.91,120.05,4
강남구,자곡동,강남한양수자인,165000,235000,1304,26,81.64,154.34,4
강남구,자곡동,래미안강남힐즈,210000,300000,1020,20,118.8,132.06,6
강남구,자곡동,래미안포레,180000,195000,1070,15,85.07,141.4,1
강남구,자곡동,수서역세권A3블록신혼희망타운,,,597,8,72.78,86.77,
강남구,청담동,LG,,,11,1,263.42,263.42,5
강남구,청담동,PH129,900000,1500000,29,1,332.88,495.42,15
강남구,청담동,T.S.,,,8,1,176.7,222.06,5
강남구,청담동,강변상지리츠빌,,,12,1,166.36,196.23,9
강남구,청담동,건영,300000,400000,240,2,104.51,105.06,13
강남구,청담동,골든아트빌(주상복합),,,19,1,173.52,201.9,2
강남구,청담동,구산,170000,235000,37,1,75.06,144.54,15
강남구,청담동,뉴현대리버빌,350000,350000,15,1,144.04,201.03,11
강남구,청담동,대우로얄카운티II,500000,500000,13,1,235.03,263.21,3
강남구,청담동,대우로얄카운티III,500000,520000,19,1,261.83,300.19,4
강남구,청담동,대우로얄카운티V,500000,500000,12,1,244.85,276.67,15
강남구,청담동,대우리츠카운티,390000,400000,19,1,179.45,280.25,6
강남구,청담동,대우멤버스카운티Ⅱ,230000,250000,17,1,152.57,173.95,14
강남구,청담동,더리버스청담(주상복합),,,12,1,49.5,49.5,11
강남구,청담동,더헤리움(A동/도시형),,,10,1,48.68,68.97,14
강남구,청담동,더헤리움(B동),109900,110000,8,1,40.64,57.87,16
강남구,청담동,동궁빌리지,,,16,1,139.29,147.77,7
강남구,청담동,두산,580000,650000,12,1,235.35,245.52,3
강남구,청담동,디아트(주상복합),,,16,1,150.68,150.68,8
강남구,청담동,라테라스청담(도시형),34000,80000,88,1,26.86,60.22,9
강남구,청담동,마크힐스12/단지,630000,1250000,38,2,260.18,388.14,11
강남구,청담동,목화,300000,350000,19,1,149.56,260.04,8
강남구,청담동,빌폴라리스,550000,550000,19,1,203.81,203.81,13
강남구,청담동,삼성청담공원,178000,270000,391,8,81.95,132.18,13
강남구,청담동,삼익,330000,410000,888,12,113.17,174.35,1
